az	peldanyaz	diakaz	el	vissza
3165	1053	31	2009.08.17	2009.09.08
3166	224	70	2009.08.17	2009.08.18
3167	568	46	2009.08.17	2009.09.09
3168	141	139	2009.08.17	2009.09.02
3169	183	153	2009.08.17	2009.08.24
3170	823	18	2009.08.17	2009.09.15
3171	97	186	2009.08.17	2009.08.25
3172	775	185	2009.08.17	2009.08.18
3173	51	95	2009.08.17	2009.08.23
3174	813	166	2009.08.17	2009.08.29
3175	977	38	2009.08.17	2009.08.18
3176	689	23	2009.08.17	2009.08.22
3177	857	144	2009.08.17	2009.08.18
3178	1052	119	2009.08.17	2009.08.27
3179	140	38	2009.08.17	2009.08.23
3180	877	69	2009.08.17	2009.08.23
3181	390	139	2009.08.17	2009.08.21
3182	850	138	2009.08.17	2009.08.28
3183	585	145	2009.08.17	2009.09.14
3184	745	50	2009.08.17	2009.09.06
3185	114	163	2009.08.17	2009.08.21
3186	799	159	2009.08.17	2009.08.24
3187	1037	259	2009.08.17	2009.09.14
3188	200	127	2009.08.17	2009.09.06
3189	457	66	2009.08.17	2009.08.19
3190	804	263	2009.08.17	2009.09.15
3191	818	113	2009.08.17	2009.09.06
3192	937	203	2009.08.17	2009.09.08
3193	528	169	2009.08.17	2009.09.06
3194	123	81	2009.08.18	2009.08.22
3195	604	63	2009.08.18	2009.08.24
3196	75	96	2009.08.18	2009.09.12
3197	624	184	2009.08.18	2009.09.03
3198	794	53	2009.08.18	2009.08.26
3199	186	60	2009.08.18	2009.08.20
3200	922	197	2009.08.18	2009.08.19
3201	76	233	2009.08.18	2009.08.25
3202	366	100	2009.08.18	2009.08.27
3203	890	18	2009.08.18	2009.08.24
3204	550	155	2009.08.18	2009.08.20
3205	315	79	2009.08.18	2009.08.24
3206	967	235	2009.08.18	2009.08.22
3207	222	183	2009.08.18	2009.08.20
3208	739	3	2009.08.18	2009.08.21
3209	471	137	2009.08.18	2009.09.02
3210	703	172	2009.08.18	2009.09.10
3211	241	243	2009.08.18	2009.09.11
3212	305	71	2009.08.18	2009.08.27
3213	662	157	2009.08.18	2009.09.01
3214	101	187	2009.08.18	2009.09.15
3215	505	219	2009.08.18	2009.09.09
3216	74	215	2009.08.18	2009.09.16
3217	57	86	2009.08.18	2009.09.13
3218	324	213	2009.08.18	2009.09.07
3219	458	227	2009.08.18	2009.08.29
3220	1098	79	2009.08.18	2009.08.25
3221	611	80	2009.08.18	2009.08.22
3222	379	64	2009.08.18	2009.08.25
3223	142	89	2009.08.18	2009.08.27
3224	716	51	2009.08.18	2009.08.23
3225	926	5	2009.08.18	2009.09.07
3226	987	61	2009.08.18	2009.08.28
3227	488	221	2009.08.18	2009.09.02
3228	416	225	2009.08.18	2009.08.21
3229	335	258	2009.08.18	2009.08.21
3230	574	144	2009.08.18	2009.09.05
3231	993	140	2009.08.18	2009.09.03
3232	746	94	2009.08.18	2009.09.12
3233	54	43	2009.08.18	2009.08.20
3234	391	142	2009.08.18	2009.08.22
3235	399	142	2009.08.18	2009.08.23
3236	321	8	2009.08.18	2009.09.10
3237	738	259	2009.08.18	2009.08.22
3238	96	56	2009.08.18	2009.09.06
3239	15	148	2009.08.18	2009.08.28
3240	526	144	2009.08.18	2009.08.20
3241	634	262	2009.08.18	2009.08.30
3242	783	149	2009.08.18	2009.08.20
3243	118	60	2009.08.18	2009.09.05
3244	229	224	2009.08.18	2009.09.04
3245	1040	205	2009.08.18	2009.08.19
3246	4	169	2009.08.18	2009.08.20
3247	359	172	2009.08.18	2009.09.06
3248	1103	147	2009.08.18	2009.09.14
3249	431	137	2009.08.18	2009.08.24
3250	721	238	2009.08.18	2009.08.21
3251	735	3	2009.08.18	2009.09.11
3252	966	254	2009.08.18	2009.09.14
3253	1030	59	2009.08.18	2009.08.24
3254	761	55	2009.08.18	2009.09.06
3255	411	158	2009.08.18	2009.08.27
3256	406	29	2009.08.19	2009.08.26
3257	456	193	2009.08.19	2009.09.06
3258	817	258	2009.08.19	2009.08.26
3259	284	260	2009.08.19	2009.08.27
3260	343	6	2009.08.19	2009.09.16
3261	702	230	2009.08.19	2009.09.17
3262	587	249	2009.08.19	2009.09.14
3263	858	7	2009.08.19	2009.08.23
3264	845	208	2009.08.19	2009.08.21
3265	478	109	2009.08.19	2009.08.25
3266	43	69	2009.08.19	2009.08.25
3267	808	145	2009.08.19	2009.08.25
3268	981	264	2009.08.19	2009.09.08
3269	242	257	2009.08.19	2009.08.20
3270	867	204	2009.08.19	2009.08.31
3271	957	239	2009.08.19	2009.08.26
3272	452	233	2009.08.19	2009.08.26
3273	177	162	2009.08.19	2009.08.24
3274	726	154	2009.08.19	2009.09.11
3275	803	86	2009.08.19	2009.08.22
3276	318	86	2009.08.19	2009.08.31
3277	752	77	2009.08.19	2009.09.12
3278	806	247	2009.08.19	2009.08.24
3279	766	117	2009.08.19	2009.08.21
3280	63	146	2009.08.19	2009.08.21
3281	425	12	2009.08.19	2009.09.07
3282	684	163	2009.08.19	2009.08.23
3283	951	55	2009.08.19	2009.09.07
3284	286	266	2009.08.19	2009.08.26
3285	249	37	2009.08.19	2009.08.31
3286	695	124	2009.08.19	2009.09.18
3287	128	46	2009.08.19	2009.08.22
3288	100	82	2009.08.19	2009.08.31
3289	859	225	2009.08.19	2009.08.21
3290	673	203	2009.08.19	2009.08.20
3291	68	143	2009.08.19	2009.09.04
3292	592	166	2009.08.19	2009.08.26
3293	1005	186	2009.08.19	2009.09.12
3294	584	237	2009.08.19	2009.08.22
3295	589	257	2009.08.19	2009.08.20
3296	428	128	2009.08.19	2009.08.29
3297	527	172	2009.08.19	2009.09.02
3298	205	230	2009.08.19	2009.08.26
3299	385	120	2009.08.19	2009.08.26
3300	757	179	2009.08.19	2009.08.23
3301	660	262	2009.08.19	2009.09.09
3302	216	151	2009.08.19	2009.08.22
3303	822	206	2009.08.19	2009.09.13
3304	1068	103	2009.08.19	2009.08.25
3305	1024	182	2009.08.19	2009.08.26
3306	36	146	2009.08.19	2009.08.21
3307	570	221	2009.08.19	2009.08.22
3308	400	113	2009.08.19	2009.08.26
3309	8	194	2009.08.19	2009.08.26
3310	563	78	2009.08.19	2009.08.22
3311	105	63	2009.08.19	2009.09.02
3312	571	213	2009.08.19	2009.08.22
3313	41	255	2009.08.19	2009.08.20
3314	201	254	2009.08.19	2009.09.15
3315	608	254	2009.08.19	2009.09.11
3316	884	225	2009.08.19	2009.08.21
3317	73	188	2009.08.19	2009.08.21
3318	641	167	2009.08.19	2009.09.08
3319	784	214	2009.08.19	2009.09.02
3320	977	230	2009.08.19	2009.08.23
3321	579	209	2009.08.19	2009.09.06
3322	717	213	2009.08.19	2009.09.08
3323	876	207	2009.08.19	2009.08.27
3324	453	86	2009.08.19	2009.08.25
3325	921	137	2009.08.19	2009.08.27
3326	1061	201	2009.08.19	2009.08.20
3327	294	133	2009.08.19	2009.08.23
3328	888	53	2009.08.19	2009.08.25
3329	651	34	2009.08.19	2009.08.23
3330	1100	173	2009.08.19	2009.08.21
3331	1101	131	2009.08.19	2009.09.15
3332	1104	158	2009.08.19	2009.08.23
3333	815	81	2009.08.19	2009.08.31
3334	1000	13	2009.08.19	2009.08.23
3335	280	66	2009.08.19	2009.08.23
3336	368	252	2009.08.19	2009.09.18
3337	1077	228	2009.08.19	2009.08.26
3338	433	140	2009.08.19	2009.08.21
3339	457	147	2009.08.19	2009.09.09
3340	594	252	2009.08.19	2009.08.24
3341	833	26	2009.08.19	2009.08.24
3342	639	152	2009.08.19	2009.08.20
3343	786	75	2009.08.20	2009.08.21
3344	82	22	2009.08.20	2009.08.22
3345	619	43	2009.08.20	2009.08.23
3346	415	96	2009.08.20	2009.08.21
3347	826	113	2009.08.20	2009.08.24
3348	498	146	2009.08.20	2009.08.22
3349	382	165	2009.08.20	2009.09.05
3350	836	13	2009.08.20	2009.08.28
3351	186	262	2009.08.20	2009.08.31
3352	463	173	2009.08.20	2009.09.08
3353	409	174	2009.08.20	2009.08.21
3354	402	28	2009.08.20	2009.09.03
3355	692	22	2009.08.20	2009.08.27
3356	290	206	2009.08.20	2009.08.27
3357	760	182	2009.08.20	2009.08.23
3358	533	40	2009.08.20	2009.08.25
3359	112	119	2009.08.20	2009.08.26
3360	507	165	2009.08.20	2009.08.27
3361	103	164	2009.08.20	2009.09.18
3362	213	7	2009.08.20	2009.08.23
3363	263	2	2009.08.20	2009.09.13
3364	237	84	2009.08.20	2009.08.24
3365	369	51	2009.08.20	2009.08.21
3366	529	80	2009.08.20	2009.09.06
3367	1080	211	2009.08.20	2009.08.31
3368	67	34	2009.08.20	2009.09.13
3369	273	111	2009.08.20	2009.09.06
3370	388	51	2009.08.20	2009.08.28
3371	992	53	2009.08.20	2009.09.19
3372	55	157	2009.08.20	2009.09.17
3373	483	30	2009.08.20	2009.09.15
3374	23	251	2009.08.20	2009.09.17
3375	261	29	2009.08.20	2009.09.06
3376	50	18	2009.08.20	2009.08.24
3377	287	124	2009.08.20	2009.08.24
3378	532	43	2009.08.20	2009.09.13
3379	307	268	2009.08.20	2009.09.12
3380	317	135	2009.08.20	2009.08.22
3381	820	150	2009.08.20	2009.08.23
3382	1095	265	2009.08.20	2009.08.22
3383	503	119	2009.08.20	2009.09.19
3384	824	132	2009.08.20	2009.08.22
3385	970	46	2009.08.20	2009.09.03
3386	71	41	2009.08.20	2009.09.18
3387	885	187	2009.08.20	2009.08.26
3388	913	215	2009.08.20	2009.09.03
3389	1063	106	2009.08.20	2009.08.29
3390	1074	36	2009.08.20	2009.09.12
3391	224	267	2009.08.20	2009.08.28
3392	492	253	2009.08.20	2009.08.29
3393	637	124	2009.08.20	2009.08.21
3394	954	192	2009.08.20	2009.09.19
3395	217	85	2009.08.20	2009.08.24
3396	830	114	2009.08.20	2009.09.07
3397	234	111	2009.08.20	2009.08.21
3398	783	35	2009.08.20	2009.09.03
3399	857	72	2009.08.20	2009.08.25
3400	1099	98	2009.08.20	2009.09.03
3401	630	142	2009.08.20	2009.09.09
3402	521	61	2009.08.20	2009.08.23
3403	930	128	2009.08.20	2009.09.14
3404	960	24	2009.08.20	2009.09.10
3405	72	267	2009.08.20	2009.09.18
3406	84	99	2009.08.20	2009.09.03
3407	240	29	2009.08.20	2009.08.22
3408	364	63	2009.08.20	2009.09.17
3409	681	208	2009.08.20	2009.09.18
3410	360	132	2009.08.21	2009.08.26
3411	786	242	2009.08.21	2009.09.08
3412	635	39	2009.08.21	2009.08.24
3413	932	223	2009.08.21	2009.08.25
3414	1042	79	2009.08.21	2009.08.29
3415	755	199	2009.08.21	2009.08.29
3416	862	81	2009.08.21	2009.08.27
3417	121	252	2009.08.21	2009.09.18
3418	519	88	2009.08.21	2009.09.17
3419	276	208	2009.08.21	2009.09.09
3420	59	40	2009.08.21	2009.08.24
3421	595	29	2009.08.21	2009.08.29
3422	562	264	2009.08.21	2009.08.24
3423	49	151	2009.08.21	2009.08.26
3424	1062	40	2009.08.21	2009.08.28
3425	77	48	2009.08.21	2009.09.19
3426	1014	36	2009.08.21	2009.09.03
3427	10	27	2009.08.21	2009.09.14
3428	832	109	2009.08.21	2009.09.07
3429	694	104	2009.08.21	2009.08.22
3430	523	215	2009.08.21	2009.08.28
3431	278	190	2009.08.21	2009.09.18
3432	522	242	2009.08.21	2009.09.15
3433	927	268	2009.08.21	2009.08.27
3434	1028	87	2009.08.21	2009.08.24
3435	625	51	2009.08.21	2009.09.12
3436	941	172	2009.08.21	2009.09.09
3437	704	207	2009.08.21	2009.09.16
3438	392	234	2009.08.21	2009.08.24
3439	449	2	2009.08.21	2009.09.06
3440	829	197	2009.08.21	2009.08.23
3441	42	207	2009.08.21	2009.08.22
3442	345	82	2009.08.21	2009.08.24
3443	371	129	2009.08.21	2009.09.03
3444	129	128	2009.08.21	2009.08.28
3445	438	47	2009.08.21	2009.08.27
3446	119	38	2009.08.21	2009.08.27
3447	181	122	2009.08.21	2009.08.23
3448	117	38	2009.08.21	2009.09.01
3449	775	210	2009.08.21	2009.09.14
3450	687	19	2009.08.21	2009.09.06
3451	289	248	2009.08.21	2009.09.07
3452	171	253	2009.08.21	2009.08.26
3453	337	57	2009.08.21	2009.08.27
3454	265	199	2009.08.21	2009.08.23
3455	3	84	2009.08.21	2009.08.22
3456	196	164	2009.08.21	2009.09.20
3457	4	182	2009.08.21	2009.09.07
3458	436	85	2009.08.21	2009.08.24
3459	661	176	2009.08.21	2009.09.08
3460	333	162	2009.08.21	2009.09.01
3461	1047	8	2009.08.21	2009.09.07
3462	1066	242	2009.08.21	2009.08.26
3463	1076	197	2009.08.21	2009.08.28
3464	155	78	2009.08.21	2009.08.27
3465	654	229	2009.08.21	2009.08.26
3466	887	9	2009.08.21	2009.09.16
3467	499	80	2009.08.21	2009.09.02
3468	959	227	2009.08.22	2009.08.24
3469	617	229	2009.08.22	2009.09.15
3470	773	234	2009.08.22	2009.08.27
3471	342	262	2009.08.22	2009.08.29
3472	778	113	2009.08.22	2009.09.04
3473	680	261	2009.08.22	2009.08.31
3474	62	148	2009.08.22	2009.08.27
3475	322	162	2009.08.22	2009.08.27
3476	156	89	2009.08.22	2009.08.23
3477	640	47	2009.08.22	2009.09.12
3478	626	155	2009.08.22	2009.08.27
3479	905	64	2009.08.22	2009.09.13
3480	990	89	2009.08.22	2009.08.26
3481	12	141	2009.08.22	2009.08.29
3482	312	121	2009.08.22	2009.09.09
3483	980	200	2009.08.22	2009.09.11
3484	1036	38	2009.08.22	2009.09.07
3485	98	140	2009.08.22	2009.08.26
3486	1051	89	2009.08.22	2009.09.06
3487	313	55	2009.08.22	2009.08.31
3488	128	23	2009.08.22	2009.08.28
3489	158	240	2009.08.22	2009.08.24
3490	35	174	2009.08.22	2009.08.31
3491	919	197	2009.08.22	2009.08.24
3492	363	240	2009.08.22	2009.09.03
3493	835	233	2009.08.22	2009.08.28
3494	153	232	2009.08.22	2009.09.13
3495	731	20	2009.08.22	2009.08.30
3496	260	179	2009.08.22	2009.08.27
3497	161	36	2009.08.22	2009.09.15
3498	824	125	2009.08.22	2009.08.26
3499	656	55	2009.08.22	2009.08.25
3500	279	265	2009.08.22	2009.08.31
3501	516	27	2009.08.22	2009.08.23
3502	41	157	2009.08.22	2009.09.02
3503	367	57	2009.08.22	2009.08.28
3504	87	223	2009.08.22	2009.09.16
3505	493	257	2009.08.22	2009.09.01
3506	610	120	2009.08.22	2009.08.24
3507	270	153	2009.08.22	2009.08.23
3508	32	20	2009.08.22	2009.09.13
3509	314	218	2009.08.22	2009.09.12
3510	559	116	2009.08.22	2009.08.24
3511	207	150	2009.08.22	2009.08.26
3512	837	202	2009.08.22	2009.09.10
3513	1071	66	2009.08.22	2009.09.18
3514	1100	116	2009.08.22	2009.09.07
3515	945	201	2009.08.22	2009.08.23
3516	1078	192	2009.08.22	2009.08.25
3517	214	122	2009.08.22	2009.09.15
3518	387	7	2009.08.22	2009.09.09
3519	1075	83	2009.08.22	2009.09.16
3520	543	239	2009.08.22	2009.09.18
3521	674	99	2009.08.22	2009.09.10
3522	831	78	2009.08.22	2009.08.24
3523	323	93	2009.08.22	2009.09.09
3524	325	81	2009.08.22	2009.09.03
3525	729	122	2009.08.22	2009.08.23
3526	679	134	2009.08.22	2009.09.15
3527	199	52	2009.08.23	2009.08.24
3528	756	159	2009.08.23	2009.09.14
3529	82	62	2009.08.23	2009.09.07
3530	1059	244	2009.08.23	2009.09.21
3531	795	52	2009.08.23	2009.08.30
3532	380	266	2009.08.23	2009.09.17
3533	131	96	2009.08.23	2009.09.21
3534	550	177	2009.08.23	2009.08.26
3535	719	78	2009.08.23	2009.09.06
3536	1093	11	2009.08.23	2009.09.11
3537	135	207	2009.08.23	2009.08.29
3538	1056	195	2009.08.23	2009.08.30
3539	85	211	2009.08.23	2009.09.04
3540	222	210	2009.08.23	2009.09.04
3541	439	40	2009.08.23	2009.08.28
3542	855	91	2009.08.23	2009.09.11
3543	288	147	2009.08.23	2009.09.05
3544	1034	257	2009.08.23	2009.09.13
3545	242	44	2009.08.23	2009.09.04
3546	893	187	2009.08.23	2009.09.20
3547	206	71	2009.08.23	2009.09.13
3548	724	70	2009.08.23	2009.09.11
3549	920	27	2009.08.23	2009.08.28
3550	615	107	2009.08.23	2009.09.22
3551	46	242	2009.08.23	2009.08.30
3552	226	83	2009.08.23	2009.09.02
3553	605	198	2009.08.23	2009.08.26
3554	52	226	2009.08.23	2009.09.07
3555	1009	111	2009.08.23	2009.08.24
3556	292	96	2009.08.23	2009.09.21
3557	540	208	2009.08.23	2009.08.26
3558	706	249	2009.08.23	2009.09.08
3559	5	104	2009.08.23	2009.09.18
3560	89	263	2009.08.23	2009.09.17
3561	589	44	2009.08.23	2009.09.04
3562	408	21	2009.08.23	2009.08.30
3563	599	46	2009.08.23	2009.09.13
3564	677	164	2009.08.23	2009.08.29
3565	414	36	2009.08.23	2009.08.26
3566	628	175	2009.08.23	2009.09.04
3567	332	116	2009.08.23	2009.09.04
3568	1095	115	2009.08.23	2009.09.20
3569	95	61	2009.08.23	2009.08.25
3570	658	158	2009.08.23	2009.08.30
3571	841	71	2009.08.23	2009.09.11
3572	514	137	2009.08.23	2009.08.31
3573	563	237	2009.08.23	2009.08.29
3574	1070	124	2009.08.23	2009.08.24
3575	578	195	2009.08.23	2009.08.30
3576	465	3	2009.08.23	2009.08.24
3577	596	83	2009.08.23	2009.09.21
3578	843	202	2009.08.23	2009.09.09
3579	908	188	2009.08.23	2009.09.13
3580	971	205	2009.08.23	2009.09.17
3581	997	251	2009.08.23	2009.08.29
3582	1061	258	2009.08.23	2009.09.19
3583	3	74	2009.08.23	2009.08.26
3584	476	148	2009.08.23	2009.09.22
3585	33	82	2009.08.23	2009.09.03
3586	1104	31	2009.08.23	2009.08.24
3587	642	208	2009.08.23	2009.08.27
3588	544	64	2009.08.23	2009.09.05
3589	358	153	2009.08.23	2009.09.14
3590	918	37	2009.08.23	2009.08.30
3591	160	62	2009.08.23	2009.09.03
3592	410	155	2009.08.23	2009.09.11
3593	79	19	2009.08.23	2009.09.16
3594	676	263	2009.08.24	2009.09.07
3595	297	250	2009.08.24	2009.09.08
3596	619	221	2009.08.24	2009.08.29
3597	924	248	2009.08.24	2009.08.27
3598	395	247	2009.08.24	2009.08.25
3599	779	113	2009.08.24	2009.09.02
3600	413	153	2009.08.24	2009.09.16
3601	564	65	2009.08.24	2009.08.29
3602	138	44	2009.08.24	2009.09.10
3603	845	147	2009.08.24	2009.09.19
3604	890	117	2009.08.24	2009.08.31
3605	645	63	2009.08.24	2009.09.07
3606	1046	238	2009.08.24	2009.09.21
3607	28	170	2009.08.24	2009.09.23
3608	156	207	2009.08.24	2009.09.22
3609	455	230	2009.08.24	2009.08.31
3610	31	72	2009.08.24	2009.09.21
3611	847	222	2009.08.24	2009.09.20
3612	237	87	2009.08.24	2009.09.08
3613	442	55	2009.08.24	2009.09.17
3614	806	112	2009.08.24	2009.09.18
3615	873	127	2009.08.24	2009.09.07
3616	59	238	2009.08.24	2009.08.28
3617	684	65	2009.08.24	2009.09.16
3618	713	208	2009.08.24	2009.09.17
3619	158	2	2009.08.24	2009.09.23
3620	859	111	2009.08.24	2009.09.11
3621	974	254	2009.08.24	2009.08.31
3622	1026	86	2009.08.24	2009.08.26
3623	252	193	2009.08.24	2009.08.29
3624	370	70	2009.08.24	2009.09.22
3625	54	210	2009.08.24	2009.08.30
3626	115	233	2009.08.24	2009.08.25
3627	391	176	2009.08.24	2009.09.13
3628	962	185	2009.08.24	2009.08.29
3629	886	5	2009.08.24	2009.08.26
3630	36	248	2009.08.24	2009.08.27
3631	516	87	2009.08.24	2009.08.26
3632	829	49	2009.08.24	2009.09.07
3633	345	210	2009.08.24	2009.08.26
3634	487	28	2009.08.24	2009.09.16
3635	840	67	2009.08.24	2009.09.13
3636	571	64	2009.08.24	2009.09.22
3637	130	165	2009.08.24	2009.09.06
3638	793	88	2009.08.24	2009.09.12
3639	157	90	2009.08.24	2009.09.18
3640	610	36	2009.08.24	2009.08.26
3641	304	27	2009.08.24	2009.08.25
3642	559	26	2009.08.24	2009.09.18
3643	302	116	2009.08.24	2009.08.26
3644	421	151	2009.08.24	2009.08.30
3645	736	217	2009.08.24	2009.09.16
3646	426	138	2009.08.24	2009.09.16
3647	176	262	2009.08.24	2009.08.25
3648	1073	155	2009.08.24	2009.08.25
3649	431	138	2009.08.24	2009.09.15
3650	721	132	2009.08.24	2009.08.28
3651	1021	85	2009.08.24	2009.08.27
3652	441	216	2009.08.24	2009.09.06
3653	1022	86	2009.08.24	2009.09.16
3654	903	123	2009.08.24	2009.08.28
3655	1030	196	2009.08.24	2009.08.26
3656	331	61	2009.08.24	2009.09.19
3657	159	33	2009.08.24	2009.08.29
3658	594	110	2009.08.24	2009.08.25
3659	754	229	2009.08.24	2009.08.28
3660	78	29	2009.08.24	2009.09.08
3661	274	252	2009.08.24	2009.09.03
3662	133	208	2009.08.25	2009.09.03
3663	557	208	2009.08.25	2009.09.13
3664	113	119	2009.08.25	2009.09.15
3665	295	244	2009.08.25	2009.09.02
3666	541	268	2009.08.25	2009.09.02
3667	688	12	2009.08.25	2009.08.28
3668	871	152	2009.08.25	2009.09.21
3669	478	253	2009.08.25	2009.08.28
3670	730	141	2009.08.25	2009.09.14
3671	842	128	2009.08.25	2009.09.19
3672	851	189	2009.08.25	2009.08.28
3673	1091	88	2009.08.25	2009.09.01
3674	398	205	2009.08.25	2009.08.31
3675	946	16	2009.08.25	2009.09.01
3676	231	119	2009.08.25	2009.08.30
3677	582	55	2009.08.25	2009.09.21
3678	268	157	2009.08.25	2009.08.28
3679	468	242	2009.08.25	2009.08.27
3680	800	101	2009.08.25	2009.09.12
3681	803	108	2009.08.25	2009.09.13
3682	397	161	2009.08.25	2009.08.28
3683	683	116	2009.08.25	2009.08.27
3684	699	217	2009.08.25	2009.09.09
3685	1057	221	2009.08.25	2009.09.24
3686	65	262	2009.08.25	2009.09.11
3687	461	209	2009.08.25	2009.09.12
3688	169	223	2009.08.25	2009.08.29
3689	707	3	2009.08.25	2009.08.26
3690	621	105	2009.08.25	2009.08.28
3691	969	75	2009.08.25	2009.08.30
3692	988	206	2009.08.25	2009.08.26
3693	820	45	2009.08.25	2009.09.11
3694	636	119	2009.08.25	2009.09.15
3695	311	178	2009.08.25	2009.08.29
3696	698	138	2009.08.25	2009.09.11
3697	722	257	2009.08.25	2009.09.21
3698	972	51	2009.08.25	2009.09.07
3699	900	183	2009.08.25	2009.08.31
3700	277	244	2009.08.25	2009.09.18
3701	801	213	2009.08.25	2009.09.01
3702	163	14	2009.08.25	2009.08.30
3703	362	189	2009.08.25	2009.09.21
3704	465	109	2009.08.25	2009.09.05
3705	21	259	2009.08.25	2009.09.21
3706	194	3	2009.08.25	2009.08.27
3707	234	25	2009.08.25	2009.09.24
3708	125	260	2009.08.25	2009.08.28
3709	1055	180	2009.08.25	2009.08.27
3710	294	199	2009.08.25	2009.08.30
3711	556	256	2009.08.25	2009.08.27
3712	945	16	2009.08.25	2009.09.05
3713	1065	244	2009.08.25	2009.09.18
3714	143	136	2009.08.25	2009.09.22
3715	935	189	2009.08.25	2009.08.28
3716	259	104	2009.08.25	2009.08.30
3717	1094	186	2009.08.25	2009.09.13
3718	1102	238	2009.08.25	2009.09.22
3719	638	9	2009.08.25	2009.09.03
3720	240	147	2009.08.25	2009.09.18
3721	460	113	2009.08.25	2009.08.31
3722	334	152	2009.08.26	2009.08.27
3723	20	140	2009.08.26	2009.08.27
3724	567	37	2009.08.26	2009.09.07
3725	762	235	2009.08.26	2009.08.29
3726	191	19	2009.08.26	2009.08.27
3727	653	173	2009.08.26	2009.09.08
3728	902	181	2009.08.26	2009.09.18
3729	29	116	2009.08.26	2009.09.10
3730	750	83	2009.08.26	2009.09.15
3731	734	117	2009.08.26	2009.08.30
3732	340	165	2009.08.26	2009.09.02
3733	697	260	2009.08.26	2009.08.31
3734	48	149	2009.08.26	2009.09.08
3735	990	262	2009.08.26	2009.08.27
3736	377	59	2009.08.26	2009.08.28
3737	56	139	2009.08.26	2009.09.11
3738	869	223	2009.08.26	2009.09.18
3739	771	257	2009.08.26	2009.09.15
3740	1009	154	2009.08.26	2009.09.22
3741	562	193	2009.08.26	2009.09.15
3742	251	24	2009.08.26	2009.08.30
3743	834	252	2009.08.26	2009.09.19
3744	897	83	2009.08.26	2009.09.05
3745	127	225	2009.08.26	2009.08.31
3746	632	178	2009.08.26	2009.08.28
3747	558	251	2009.08.26	2009.09.12
3748	711	47	2009.08.26	2009.08.27
3749	1067	1	2009.08.26	2009.09.11
3750	1032	88	2009.08.26	2009.08.28
3751	694	124	2009.08.26	2009.09.01
3752	1026	171	2009.08.26	2009.09.04
3753	584	210	2009.08.26	2009.09.07
3754	710	97	2009.08.26	2009.08.27
3755	748	69	2009.08.26	2009.09.15
3756	416	107	2009.08.26	2009.09.09
3757	707	166	2009.08.26	2009.09.13
3758	293	58	2009.08.26	2009.09.01
3759	434	42	2009.08.26	2009.09.01
3760	898	223	2009.08.26	2009.09.18
3761	667	38	2009.08.26	2009.09.22
3762	272	178	2009.08.26	2009.09.15
3763	144	168	2009.08.26	2009.09.22
3764	354	112	2009.08.26	2009.09.11
3765	790	73	2009.08.26	2009.09.09
3766	356	153	2009.08.26	2009.08.27
3767	534	55	2009.08.26	2009.08.30
3768	723	18	2009.08.26	2009.09.01
3769	217	137	2009.08.26	2009.09.06
3770	977	259	2009.08.26	2009.09.25
3771	429	247	2009.08.26	2009.09.17
3772	83	27	2009.08.26	2009.09.09
3773	714	190	2009.08.26	2009.09.09
3774	787	196	2009.08.26	2009.09.17
3775	1003	55	2009.08.26	2009.09.19
3776	37	32	2009.08.26	2009.09.16
3777	436	8	2009.08.26	2009.09.12
3778	1038	72	2009.08.26	2009.08.28
3779	280	88	2009.08.26	2009.09.13
3780	521	114	2009.08.26	2009.08.28
3781	1060	130	2009.08.26	2009.09.07
3782	393	226	2009.08.26	2009.08.30
3783	880	187	2009.08.26	2009.09.20
3784	831	96	2009.08.26	2009.08.27
3785	856	115	2009.08.26	2009.09.08
3786	959	247	2009.08.27	2009.08.28
3787	495	60	2009.08.27	2009.09.17
3788	24	35	2009.08.27	2009.09.02
3789	116	50	2009.08.27	2009.09.08
3790	415	195	2009.08.27	2009.08.30
3791	917	71	2009.08.27	2009.08.30
3792	764	199	2009.08.27	2009.09.25
3793	809	53	2009.08.27	2009.09.07
3794	212	117	2009.08.27	2009.09.07
3795	686	79	2009.08.27	2009.08.30
3796	182	256	2009.08.27	2009.09.19
3797	315	77	2009.08.27	2009.08.28
3798	467	233	2009.08.27	2009.09.17
3799	967	229	2009.08.27	2009.09.16
3800	112	68	2009.08.27	2009.08.28
3801	419	222	2009.08.27	2009.08.30
3802	344	156	2009.08.27	2009.09.13
3803	863	110	2009.08.27	2009.09.08
