id	hallgatoid	datum	lap	oldal
4428	34	2013.03.30	23	1
4429	51	2013.03.30	21	1
4430	91	2013.03.30	21	1
4431	12	2013.03.30	15	1
4432	58	2013.03.30	9	1
4433	12	2013.03.30	9	1
4434	73	2013.03.30	3	1
4435	43	2013.03.30	16	1
4436	45	2013.03.30	25	1
4437	11	2013.03.30	15	2
4438	57	2013.03.30	12	2
4439	67	2013.03.30	29	1
4440	75	2013.03.30	1	1
4441	42	2013.03.30	25	1
4442	27	2013.03.30	30	1
4443	73	2013.03.30	12	1
4444	52	2013.03.30	15	1
4445	79	2013.03.30	14	1
4446	40	2013.03.30	8	1
4447	69	2013.03.30	16	2
4448	22	2013.03.30	7	1
4449	48	2013.03.30	23	1
4450	42	2013.03.30	17	2
4451	21	2013.03.30	30	1
4452	73	2013.03.31	18	1
4453	60	2013.03.31	30	1
4454	14	2013.03.31	3	2
4455	88	2013.03.31	4	2
4456	5	2013.03.31	21	1
4457	45	2013.03.31	8	2
4458	92	2013.03.31	9	1
4459	72	2013.03.31	16	1
4460	92	2013.03.31	21	2
4461	23	2013.03.31	8	1
4462	43	2013.03.31	26	1
4463	52	2013.03.31	9	1
4464	36	2013.03.31	19	1
4465	58	2013.03.31	6	1
4466	79	2013.03.31	13	1
4467	46	2013.03.31	21	1
4468	49	2013.03.31	14	2
4469	39	2013.03.31	28	1
4470	30	2013.03.31	28	1
4471	19	2013.03.31	22	1
4472	36	2013.03.31	13	2
4473	35	2013.03.31	9	1
4474	50	2013.03.31	2	1
4475	42	2013.04.01	24	1
4476	20	2013.04.01	1	2
4477	26	2013.04.01	26	2
4478	27	2013.04.01	28	2
4479	64	2013.04.01	8	2
4480	67	2013.04.01	27	1
4481	40	2013.04.01	24	1
4482	74	2013.04.01	13	2
4483	79	2013.04.01	24	1
4484	6	2013.04.01	20	1
4485	47	2013.04.01	11	1
4486	18	2013.04.01	8	2
4487	60	2013.04.01	3	1
4488	11	2013.04.01	21	2
4489	51	2013.04.01	10	2
4490	68	2013.04.01	8	1
4491	56	2013.04.01	2	1
4492	3	2013.04.01	4	1
4493	14	2013.04.01	30	1
4494	63	2013.04.01	22	2
4495	26	2013.04.01	7	2
4496	60	2013.04.01	12	1
4497	42	2013.04.01	2	1
4498	1	2013.04.01	9	1
4499	10	2013.04.01	18	2
4500	79	2013.04.01	9	2
4501	37	2013.04.01	3	2
4502	75	2013.04.01	30	2
4503	82	2013.04.01	11	1
4504	21	2013.04.01	19	1
4505	55	2013.04.01	21	1
4506	62	2013.04.01	27	2
4507	47	2013.04.01	10	2
4508	49	2013.04.01	23	1
4509	22	2013.04.01	20	1
4510	27	2013.04.01	21	2
4511	72	2013.04.01	19	1
4512	40	2013.04.01	2	2
4513	6	2013.04.01	13	1
4514	40	2013.04.01	10	1
4515	66	2013.04.01	21	1
4516	71	2013.04.01	21	2
4517	73	2013.04.01	3	1
4518	88	2013.04.01	7	2
4519	26	2013.04.01	14	2
4520	71	2013.04.02	5	1
4521	84	2013.04.03	20	2
4522	2	2013.04.03	5	2
4523	54	2013.04.03	25	1
4524	39	2013.04.03	1	1
4525	73	2013.04.03	10	1
4526	59	2013.04.03	22	2
4527	48	2013.04.03	30	2
4528	66	2013.04.03	10	1
4529	71	2013.04.03	29	1
4530	70	2013.04.03	6	1
4531	88	2013.04.03	6	1
4532	25	2013.04.03	4	1
4533	33	2013.04.03	13	2
4534	68	2013.04.03	8	1
4535	49	2013.04.03	20	1
4536	56	2013.04.03	11	1
4537	85	2013.04.03	1	2
4538	3	2013.04.04	19	1
4539	16	2013.04.04	11	2
4540	80	2013.04.04	13	2
4541	25	2013.04.04	13	1
4542	41	2013.04.04	15	1
4543	34	2013.04.04	28	2
4544	49	2013.04.04	3	1
4545	26	2013.04.04	17	1
4546	25	2013.04.04	2	2
4547	2	2013.04.04	2	2
4548	63	2013.04.04	13	1
4549	26	2013.04.04	9	1
4550	25	2013.04.04	17	1
4551	91	2013.04.04	20	1
4552	21	2013.04.04	17	2
4553	78	2013.04.04	26	1
4554	53	2013.04.04	20	1
4555	50	2013.04.04	23	2
4556	41	2013.04.04	1	2
4557	10	2013.04.04	29	1
4558	24	2013.04.04	2	2
4559	73	2013.04.04	24	1
4560	26	2013.04.04	27	1
4561	40	2013.04.04	22	1
4562	54	2013.04.04	6	2
4563	24	2013.04.04	10	2
4564	80	2013.04.04	12	1
4565	69	2013.04.04	15	1
4566	87	2013.04.04	7	1
4567	25	2013.04.04	16	2
4568	2	2013.04.04	9	1
4569	18	2013.04.04	12	1
4570	70	2013.04.05	24	2
4571	36	2013.04.05	29	1
4572	81	2013.04.05	9	2
4573	13	2013.04.05	1	2
4574	11	2013.04.05	22	1
4575	74	2013.04.05	17	2
4576	25	2013.04.06	11	2
4577	16	2013.04.06	22	1
4578	11	2013.04.06	16	1
4579	89	2013.04.06	13	2
4580	16	2013.04.06	11	1
4581	66	2013.04.06	12	2
4582	20	2013.04.06	19	2
4583	84	2013.04.06	30	1
4584	90	2013.04.07	25	1
4585	88	2013.04.07	5	2
4586	55	2013.04.07	13	1
4587	23	2013.04.07	22	1
4588	39	2013.04.07	12	1
4589	57	2013.04.07	28	1
4590	92	2013.04.07	24	1
4591	79	2013.04.08	7	1
4592	86	2013.04.08	25	1
4593	70	2013.04.08	2	1
4594	12	2013.04.08	24	1
4595	49	2013.04.08	2	1
4596	76	2013.04.08	16	2
4597	49	2013.04.08	23	2
4598	88	2013.04.08	10	2
4599	24	2013.04.08	17	1
4600	5	2013.04.08	9	1
4601	53	2013.04.08	9	1
4602	1	2013.04.08	29	1
4603	13	2013.04.08	3	1
4604	75	2013.04.08	9	1
4605	10	2013.04.08	23	2
4606	49	2013.04.08	23	1
4607	76	2013.04.08	19	2
4608	28	2013.04.08	9	1
4609	43	2013.04.08	26	1
4610	84	2013.04.08	29	1
4611	65	2013.04.08	14	1
4612	35	2013.04.08	2	2
4613	55	2013.04.08	4	1
4614	9	2013.04.08	8	1
4615	22	2013.04.08	27	2
4616	43	2013.04.08	26	1
4617	17	2013.04.08	10	1
4618	74	2013.04.08	2	1
4619	29	2013.04.08	26	1
4620	84	2013.04.08	19	1
4621	83	2013.04.08	9	1
4622	33	2013.04.08	30	1
4623	13	2013.04.08	11	1
4624	50	2013.04.08	30	1
4625	82	2013.04.08	23	1
4626	78	2013.04.08	5	2
4627	24	2013.04.08	15	1
4628	36	2013.04.08	6	1
4629	26	2013.04.08	7	1
4630	31	2013.04.08	3	1
4631	18	2013.04.08	2	1
4632	34	2013.04.08	26	1
4633	71	2013.04.08	18	1
4634	52	2013.04.08	6	1
4635	2	2013.04.08	8	1
4636	25	2013.04.08	4	1
4637	74	2013.04.08	18	1
4638	27	2013.04.08	12	2
4639	54	2013.04.08	14	1
4640	29	2013.04.08	27	2
4641	48	2013.04.08	1	1
4642	47	2013.04.08	10	2
4643	20	2013.04.08	22	1
4644	3	2013.04.08	20	2
4645	11	2013.04.08	16	1
4646	16	2013.04.08	7	1
4647	84	2013.04.08	20	2
4648	11	2013.04.08	1	1
4649	41	2013.04.08	11	2
4650	51	2013.04.08	30	1
4651	46	2013.04.08	24	1
4652	28	2013.04.08	29	1
4653	88	2013.04.08	1	2
4654	78	2013.04.08	27	2
4655	20	2013.04.08	23	2
4656	49	2013.04.08	11	1
4657	85	2013.04.08	17	1
4658	74	2013.04.08	8	2
4659	42	2013.04.08	15	1
4660	8	2013.04.08	29	1
4661	87	2013.04.08	22	1
4662	66	2013.04.08	18	1
4663	52	2013.04.08	7	2
4664	31	2013.04.08	17	1
4665	68	2013.04.08	3	1
4666	90	2013.04.08	14	1
4667	6	2013.04.08	3	2
4668	65	2013.04.08	18	1
4669	84	2013.04.08	30	2
4670	63	2013.04.08	6	1
4671	64	2013.04.08	13	1
4672	9	2013.04.08	3	1
4673	28	2013.04.08	27	1
4674	67	2013.04.08	15	2
4675	27	2013.04.08	4	1
4676	14	2013.04.08	6	1
4677	71	2013.04.09	25	1
4678	36	2013.04.09	10	2
4679	31	2013.04.09	26	1
4680	59	2013.04.09	27	1
4681	59	2013.04.09	12	1
4682	77	2013.04.09	11	2
4683	39	2013.04.09	12	2
4684	81	2013.04.09	14	1
4685	46	2013.04.09	6	1
4686	10	2013.04.09	3	1
4687	15	2013.04.09	30	2
4688	16	2013.04.10	17	1
4689	53	2013.04.10	8	1
4690	1	2013.04.10	8	1
4691	11	2013.04.10	12	1
4692	89	2013.04.10	26	1
4693	55	2013.04.10	27	1
4694	91	2013.04.10	13	2
4695	56	2013.04.10	30	1
4696	55	2013.04.10	11	2
4697	35	2013.04.10	16	1
4698	55	2013.04.10	10	2
4699	11	2013.04.10	30	2
4700	29	2013.04.10	14	1
4701	41	2013.04.10	25	1
4702	68	2013.04.10	6	2
4703	82	2013.04.10	27	1
4704	11	2013.04.10	16	2
4705	45	2013.04.10	14	1
4706	24	2013.04.10	25	1
4707	37	2013.04.10	19	2
4708	18	2013.04.10	23	1
4709	59	2013.04.10	30	1
4710	28	2013.04.10	17	1
4711	39	2013.04.10	17	1
4712	84	2013.04.10	24	1
4713	75	2013.04.10	21	1
4714	84	2013.04.10	20	1
4715	2	2013.04.10	10	1
4716	35	2013.04.10	16	2
4717	12	2013.04.10	20	2
4718	59	2013.04.10	22	2
4719	34	2013.04.10	5	2
4720	72	2013.04.11	19	2
4721	11	2013.04.11	22	2
4722	63	2013.04.11	4	1
4723	45	2013.04.11	9	2
4724	80	2013.04.11	21	1
4725	14	2013.04.11	20	1
4726	72	2013.04.11	6	2
4727	67	2013.04.11	15	1
4728	18	2013.04.11	6	2
4729	16	2013.04.11	12	2
4730	57	2013.04.11	20	1
4731	88	2013.04.11	27	1
4732	57	2013.04.11	17	1
4733	64	2013.04.11	1	1
4734	18	2013.04.11	16	1
4735	82	2013.04.11	27	2
4736	65	2013.04.11	21	1
4737	2	2013.04.11	29	1
4738	36	2013.04.11	5	1
4739	54	2013.04.12	13	2
4740	92	2013.04.12	26	1
4741	56	2013.04.12	22	1
4742	87	2013.04.12	6	2
4743	18	2013.04.13	8	1
4744	13	2013.04.13	10	1
4745	24	2013.04.13	3	1
4746	37	2013.04.13	18	1
4747	82	2013.04.13	2	1
4748	27	2013.04.13	13	1
4749	1	2013.04.13	20	1
4750	6	2013.04.13	26	2
4751	16	2013.04.13	15	2
4752	25	2013.04.13	2	1
4753	23	2013.04.13	21	1
4754	91	2013.04.14	15	2
4755	72	2013.04.14	6	1
4756	75	2013.04.14	27	1
4757	82	2013.04.14	3	1
4758	11	2013.04.14	7	1
4759	50	2013.04.14	28	1
4760	3	2013.04.14	20	1
4761	36	2013.04.14	25	1
4762	43	2013.04.14	20	1
4763	41	2013.04.14	19	1
4764	2	2013.04.14	29	2
4765	29	2013.04.15	21	2
4766	59	2013.04.15	13	1
4767	13	2013.04.15	18	1
4768	20	2013.04.15	29	2
4769	1	2013.04.15	20	2
4770	2	2013.04.15	20	1
4771	8	2013.04.15	2	1
4772	89	2013.04.15	23	1
4773	68	2013.04.15	7	1
4774	71	2013.04.15	17	1
4775	79	2013.04.15	5	2
4776	72	2013.04.15	9	1
4777	51	2013.04.15	1	1
4778	53	2013.04.15	23	2
4779	85	2013.04.15	12	2
4780	29	2013.04.15	17	2
4781	34	2013.04.15	23	1
4782	69	2013.04.16	21	1
4783	60	2013.04.16	26	2
4784	68	2013.04.16	27	1
4785	74	2013.04.17	17	2
4786	72	2013.04.17	8	1
4787	54	2013.04.17	24	2
4788	5	2013.04.17	19	1
4789	1	2013.04.17	10	1
4790	44	2013.04.17	29	2
4791	56	2013.04.17	18	2
4792	23	2013.04.17	28	1
4793	66	2013.04.17	8	1
4794	37	2013.04.17	20	1
4795	76	2013.04.17	8	1
4796	5	2013.04.17	2	1
4797	6	2013.04.17	11	2
4798	13	2013.04.17	12	2
4799	37	2013.04.17	29	1
4800	49	2013.04.17	30	1
4801	60	2013.04.17	6	1
4802	59	2013.04.17	22	2
4803	1	2013.04.17	23	1
4804	85	2013.04.17	10	1
4805	2	2013.04.17	30	2
4806	49	2013.04.17	29	2
4807	12	2013.04.17	12	2
4808	53	2013.04.17	9	1
4809	7	2013.04.17	26	1
4810	17	2013.04.17	6	2
4811	2	2013.04.17	13	1
4812	36	2013.04.17	26	1
4813	91	2013.04.17	20	1
4814	58	2013.04.17	26	1
4815	43	2013.04.17	13	1
4816	59	2013.04.17	13	2
4817	34	2013.04.17	9	1
4818	73	2013.04.17	26	1
4819	19	2013.04.17	15	1
4820	52	2013.04.17	28	1
4821	83	2013.04.17	5	1
4822	91	2013.04.17	27	1
4823	37	2013.04.17	18	1
4824	37	2013.04.17	25	2
4825	3	2013.04.17	13	2
4826	46	2013.04.17	8	1
4827	48	2013.04.17	12	2
4828	56	2013.04.17	22	2
4829	82	2013.04.17	2	1
4830	80	2013.04.17	12	2
4831	52	2013.04.17	13	2
4832	63	2013.04.17	26	1
4833	15	2013.04.17	24	2
4834	1	2013.04.17	11	1
4835	89	2013.04.17	11	2
4836	65	2013.04.17	11	1
4837	90	2013.04.17	16	1
4838	72	2013.04.17	8	1
4839	63	2013.04.17	17	1
4840	81	2013.04.17	4	2
4841	30	2013.04.17	25	1
4842	19	2013.04.17	28	1
4843	9	2013.04.17	28	1
4844	61	2013.04.17	30	1
4845	12	2013.04.17	26	1
4846	7	2013.04.17	6	2
4847	70	2013.04.17	3	1
4848	15	2013.04.17	20	1
4849	34	2013.04.17	18	1
4850	28	2013.04.17	8	2
4851	16	2013.04.17	18	2
4852	51	2013.04.17	22	1
4853	89	2013.04.17	29	2
4854	44	2013.04.17	19	2
4855	39	2013.04.17	3	1
4856	18	2013.04.17	17	2
4857	82	2013.04.17	8	2
4858	27	2013.04.17	10	1
4859	44	2013.04.17	25	1
4860	49	2013.04.17	21	2
4861	39	2013.04.18	30	2
4862	47	2013.04.18	12	1
4863	15	2013.04.18	18	1
4864	26	2013.04.18	12	1
4865	14	2013.04.18	18	1
4866	56	2013.04.18	14	1
4867	18	2013.04.18	12	1
4868	33	2013.04.18	19	1
4869	73	2013.04.18	29	1
4870	87	2013.04.18	15	1
4871	1	2013.04.18	5	1
4872	89	2013.04.18	23	1
4873	7	2013.04.18	21	2
4874	63	2013.04.18	10	1
4875	3	2013.04.18	9	1
4876	63	2013.04.18	20	1
4877	80	2013.04.18	19	1
4878	73	2013.04.18	14	1
4879	47	2013.04.18	14	1
4880	81	2013.04.18	26	1
4881	23	2013.04.18	1	1
4882	66	2013.04.18	17	1
4883	62	2013.04.18	1	2
4884	18	2013.04.18	17	2
4885	51	2013.04.18	22	2
4886	79	2013.04.19	7	1
4887	77	2013.04.19	23	1
4888	71	2013.04.19	14	2
4889	39	2013.04.19	13	1
4890	87	2013.04.19	25	1
4891	21	2013.04.19	18	1
4892	84	2013.04.19	9	1
4893	20	2013.04.19	26	1
4894	51	2013.04.19	6	1
4895	52	2013.04.19	30	1
4896	48	2013.04.19	9	1
4897	8	2013.04.19	4	1
4898	22	2013.04.19	27	2
4899	57	2013.04.19	20	1
4900	38	2013.04.19	20	1
4901	39	2013.04.19	1	1
4902	9	2013.04.19	1	1
4903	38	2013.04.19	15	1
4904	18	2013.04.19	9	1
4905	81	2013.04.19	6	2
4906	63	2013.04.19	20	1
4907	63	2013.04.19	7	1
4908	53	2013.04.19	24	1
4909	62	2013.04.19	10	2
4910	48	2013.04.19	10	2
4911	72	2013.04.19	5	1
4912	45	2013.04.19	11	1
4913	10	2013.04.19	26	2
4914	42	2013.04.19	5	2
4915	39	2013.04.19	29	1
4916	28	2013.04.19	4	2
4917	70	2013.04.19	17	1
4918	22	2013.04.19	15	2
4919	53	2013.04.19	15	1
4920	63	2013.04.19	10	1
4921	88	2013.04.19	29	1
4922	5	2013.04.19	3	1
4923	79	2013.04.19	9	1
4924	23	2013.04.19	12	2
4925	63	2013.04.19	20	1
4926	82	2013.04.19	20	1
4927	71	2013.04.19	21	1
4928	83	2013.04.19	19	1
4929	45	2013.04.19	3	1
4930	42	2013.04.19	4	2
4931	10	2013.04.19	9	2
4932	51	2013.04.19	12	1
4933	40	2013.04.19	2	2
4934	60	2013.04.19	6	2
4935	20	2013.04.19	15	1
4936	14	2013.04.19	15	2
4937	43	2013.04.19	8	2
4938	56	2013.04.20	28	1
4939	14	2013.04.20	29	2
4940	75	2013.04.20	17	1
4941	34	2013.04.20	27	1
4942	68	2013.04.20	24	1
4943	57	2013.04.20	12	2
4944	28	2013.04.20	7	2
4945	59	2013.04.20	27	1
4946	49	2013.04.20	10	1
4947	90	2013.04.20	26	2
4948	5	2013.04.20	20	2
4949	88	2013.04.20	12	1
4950	39	2013.04.20	13	1
4951	35	2013.04.20	27	1
4952	76	2013.04.20	21	1
4953	69	2013.04.20	24	1
4954	43	2013.04.20	15	1
4955	55	2013.04.20	18	1
4956	29	2013.04.20	27	1
4957	40	2013.04.20	24	1
4958	90	2013.04.20	28	1
4959	47	2013.04.20	23	2
4960	90	2013.04.20	9	2
4961	60	2013.04.20	29	1
4962	52	2013.04.20	18	2
4963	2	2013.04.20	10	1
4964	50	2013.04.20	24	1
4965	34	2013.04.21	27	2
4966	4	2013.04.21	16	1
4967	39	2013.04.21	3	2
4968	58	2013.04.21	13	2
4969	20	2013.04.21	24	1
4970	28	2013.04.21	18	1
4971	35	2013.04.21	23	1
4972	72	2013.04.21	29	1
4973	63	2013.04.21	8	2
4974	18	2013.04.21	24	2
4975	5	2013.04.21	7	2
4976	85	2013.04.21	23	1
4977	26	2013.04.21	15	2
4978	43	2013.04.21	23	1
4979	18	2013.04.21	2	1
4980	86	2013.04.21	22	2
4981	29	2013.04.21	16	2
4982	90	2013.04.21	7	2
4983	49	2013.04.21	8	1
4984	44	2013.04.21	25	1
4985	60	2013.04.21	21	1
4986	58	2013.04.21	27	1
4987	54	2013.04.21	18	1
4988	74	2013.04.21	7	1
4989	59	2013.04.21	3	1
4990	63	2013.04.21	3	2
4991	20	2013.04.21	30	1
4992	48	2013.04.21	4	1
4993	57	2013.04.21	15	1
4994	47	2013.04.21	2	1
4995	82	2013.04.21	6	1
4996	13	2013.04.21	8	1
4997	7	2013.04.21	3	1
4998	42	2013.04.21	5	1
4999	47	2013.04.21	21	2
5000	40	2013.04.21	5	2
5001	67	2013.04.21	16	1
5002	88	2013.04.21	4	1
5003	46	2013.04.21	3	1
5004	54	2013.04.21	19	1
5005	86	2013.04.21	27	1
5006	27	2013.04.21	1	2
5007	65	2013.04.21	30	1
5008	83	2013.04.21	13	1
5009	12	2013.04.21	6	1
5010	61	2013.04.21	19	1
5011	75	2013.04.21	10	2
5012	90	2013.04.21	26	1
5013	66	2013.04.21	13	1
5014	54	2013.04.21	5	2
5015	51	2013.04.21	28	2
5016	9	2013.04.21	20	1
5017	72	2013.04.21	8	1
5018	63	2013.04.21	6	1
5019	62	2013.04.22	12	1
5020	9	2013.04.22	3	2
5021	91	2013.04.22	26	1
5022	35	2013.04.22	17	1
5023	81	2013.04.22	6	2
5024	19	2013.04.22	16	1
5025	12	2013.04.22	22	1
5026	85	2013.04.22	26	1
5027	53	2013.04.22	8	1
5028	13	2013.04.22	4	1
5029	48	2013.04.22	30	1
5030	21	2013.04.22	14	1
5031	46	2013.04.22	16	1
5032	53	2013.04.22	4	1
5033	73	2013.04.22	22	1
5034	47	2013.04.22	26	1
5035	23	2013.04.22	10	1
5036	39	2013.04.22	8	1
5037	14	2013.04.22	7	1
5038	7	2013.04.22	14	2
5039	72	2013.04.22	21	1
5040	36	2013.04.22	4	2
5041	43	2013.04.22	6	1
5042	42	2013.04.22	30	2
5043	41	2013.04.22	21	2
5044	92	2013.04.22	24	1
5045	92	2013.04.22	25	2
5046	62	2013.04.22	1	2
5047	49	2013.04.22	16	2
5048	51	2013.04.23	18	2
5049	82	2013.04.23	17	1
5050	60	2013.04.23	27	1
5051	2	2013.04.23	13	2
5052	40	2013.04.23	1	1
5053	85	2013.04.23	1	1
5054	90	2013.04.23	1	1
5055	52	2013.04.23	14	2
5056	13	2013.04.23	7	1
5057	69	2013.04.23	17	1
5058	45	2013.04.23	15	1
5059	14	2013.04.23	14	2
5060	70	2013.04.23	27	1
5061	58	2013.04.23	29	2
5062	40	2013.04.23	10	1
5063	22	2013.04.23	22	1
5064	81	2013.04.23	28	1
5065	27	2013.04.23	23	1
5066	91	2013.04.23	19	1
5067	87	2013.04.23	16	1
5068	73	2013.04.23	11	1
5069	81	2013.04.23	21	1
5070	71	2013.04.23	9	1
5071	29	2013.04.24	8	1
5072	42	2013.04.24	2	1
5073	47	2013.04.24	1	1
5074	48	2013.04.24	12	1
5075	76	2013.04.24	10	1
5076	76	2013.04.24	2	1
5077	26	2013.04.24	6	1
5078	13	2013.04.24	27	1
5079	71	2013.04.24	1	1
5080	70	2013.04.24	9	1
5081	6	2013.04.24	14	1
5082	84	2013.04.24	4	1
5083	81	2013.04.24	30	2
5084	44	2013.04.24	10	2
5085	63	2013.04.24	18	1
5086	30	2013.04.24	24	1
5087	28	2013.04.24	7	1
5088	42	2013.04.24	25	1
5089	17	2013.04.24	22	1
5090	10	2013.04.24	18	1
5091	91	2013.04.24	20	2
5092	45	2013.04.24	13	1
5093	65	2013.04.24	19	1
5094	48	2013.04.24	3	1
5095	19	2013.04.25	13	1
5096	44	2013.04.25	15	1
5097	68	2013.04.25	12	2
5098	77	2013.04.25	29	2
5099	77	2013.04.25	18	1
5100	88	2013.04.25	1	2
5101	47	2013.04.25	25	1
5102	46	2013.04.25	30	1
5103	42	2013.04.25	27	2
5104	49	2013.04.25	28	2
5105	18	2013.04.25	26	1
5106	53	2013.04.25	9	1
5107	48	2013.04.25	24	2
5108	19	2013.04.25	13	1
5109	1	2013.04.25	25	1
5110	23	2013.04.25	29	1
5111	49	2013.04.25	10	2
5112	46	2013.04.25	22	1
5113	38	2013.04.25	30	2
5114	67	2013.04.25	6	2
5115	57	2013.04.25	13	2
5116	29	2013.04.25	13	1
5117	9	2013.04.25	17	1
5118	45	2013.04.25	17	1
5119	82	2013.04.25	18	1
5120	37	2013.04.25	30	1
5121	58	2013.04.25	4	1
5122	30	2013.04.26	8	1
5123	57	2013.04.26	14	1
5124	2	2013.04.26	26	1
5125	71	2013.04.26	17	1
5126	34	2013.04.26	27	2
5127	34	2013.04.26	30	1
5128	48	2013.04.26	24	1
5129	29	2013.04.26	11	2
5130	3	2013.04.26	7	1
5131	58	2013.04.26	10	1
5132	22	2013.04.26	24	1
5133	88	2013.04.26	6	1
5134	45	2013.04.26	15	2
5135	30	2013.04.26	26	1
5136	50	2013.04.26	1	1
5137	20	2013.04.26	3	1
5138	3	2013.04.26	25	1
5139	28	2013.04.27	5	2
5140	51	2013.04.27	2	2
5141	85	2013.04.27	20	1
5142	59	2013.04.27	4	1
5143	62	2013.04.27	8	1
5144	83	2013.04.27	22	1
5145	10	2013.04.27	13	1
5146	42	2013.04.27	7	2
5147	34	2013.04.27	10	2
5148	50	2013.04.27	27	1
5149	22	2013.04.27	17	2
5150	80	2013.04.27	13	1
5151	12	2013.04.27	6	1
5152	51	2013.04.27	25	1
5153	53	2013.04.27	9	1
5154	88	2013.04.27	26	2
5155	8	2013.04.27	19	1
5156	54	2013.04.27	26	1
5157	89	2013.04.27	19	2
5158	40	2013.04.27	16	1
5159	55	2013.04.27	3	2
5160	46	2013.04.27	20	2
5161	22	2013.04.27	25	1
5162	90	2013.04.27	15	1
5163	65	2013.04.27	26	2
5164	49	2013.04.27	24	1
5165	54	2013.04.27	17	1
5166	41	2013.04.27	5	2
5167	25	2013.04.27	26	2
5168	23	2013.04.27	7	1
5169	7	2013.04.27	23	2
5170	69	2013.04.27	30	2
5171	79	2013.04.27	22	2
5172	85	2013.04.27	24	2
5173	65	2013.04.27	7	1
5174	6	2013.04.27	15	1
5175	17	2013.04.27	25	1
5176	72	2013.04.27	30	2
5177	86	2013.04.27	20	1
5178	73	2013.04.27	6	2
5179	51	2013.04.28	19	1
5180	33	2013.04.28	19	1
5181	71	2013.04.28	20	1
5182	83	2013.04.28	19	1
5183	65	2013.04.28	1	1
5184	58	2013.04.28	2	2
5185	16	2013.04.28	12	1
5186	50	2013.04.28	18	1
5187	18	2013.04.28	8	1
5188	72	2013.04.28	9	2
5189	4	2013.04.28	18	2
5190	14	2013.04.28	1	1
5191	52	2013.04.28	26	1
5192	76	2013.04.28	27	1
5193	11	2013.04.28	17	1
5194	82	2013.04.28	23	1
5195	17	2013.04.28	17	1
5196	23	2013.04.28	18	1
5197	23	2013.04.28	18	2
5198	74	2013.04.28	16	1
5199	49	2013.04.28	9	1
5200	11	2013.04.28	5	1
5201	11	2013.04.28	14	1
5202	41	2013.04.28	2	1
5203	36	2013.04.28	18	1
5204	65	2013.04.28	17	2
5205	6	2013.04.28	17	2
5206	10	2013.04.28	15	1
5207	79	2013.04.28	1	1
5208	37	2013.04.28	17	2
5209	90	2013.04.28	11	2
5210	46	2013.04.28	22	1
5211	80	2013.04.28	15	1
5212	28	2013.04.28	1	1
5213	25	2013.04.28	1	1
5214	58	2013.04.28	19	1
5215	15	2013.04.28	12	1
5216	75	2013.04.29	28	2
5217	24	2013.04.29	6	1
5218	69	2013.04.29	19	2
5219	50	2013.04.29	20	1
5220	24	2013.04.29	9	2
5221	35	2013.04.29	5	2
5222	52	2013.04.29	25	1
5223	86	2013.04.29	11	2
5224	86	2013.04.29	3	1
5225	57	2013.04.29	3	1
5226	62	2013.04.29	1	2
5227	76	2013.04.29	6	2
5228	85	2013.04.29	23	2
5229	66	2013.04.29	23	2
5230	72	2013.04.29	21	2
5231	40	2013.04.29	7	2
5232	82	2013.04.29	7	1
5233	56	2013.04.29	9	1
5234	70	2013.04.29	11	1
5235	71	2013.04.29	17	1
5236	20	2013.04.29	15	2
5237	63	2013.04.29	9	1
5238	28	2013.04.29	12	2
5239	37	2013.04.29	27	2
5240	14	2013.04.29	20	1
5241	62	2013.04.29	18	2
5242	44	2013.04.29	19	1
5243	61	2013.04.29	10	1
5244	43	2013.04.29	29	1
5245	11	2013.04.29	1	2
5246	71	2013.04.30	1	1
5247	64	2013.04.30	30	2
5248	78	2013.04.30	12	1
5249	53	2013.04.30	6	1
5250	16	2013.04.30	21	2
5251	26	2013.04.30	26	1
5252	64	2013.04.30	14	1
5253	22	2013.04.30	3	1
5254	70	2013.04.30	4	1
5255	52	2013.04.30	12	1
5256	91	2013.04.30	16	1
5257	82	2013.05.01	14	2
5258	13	2013.05.01	14	2
5259	50	2013.05.01	19	1
5260	42	2013.05.01	28	1
5261	12	2013.05.01	16	1
5262	23	2013.05.02	4	1
5263	6	2013.05.02	1	1
5264	55	2013.05.02	24	1
5265	84	2013.05.02	17	1
5266	43	2013.05.02	20	1
5267	79	2013.05.02	26	1
5268	4	2013.05.02	11	1
5269	7	2013.05.02	11	1
5270	57	2013.05.02	17	1
5271	38	2013.05.02	26	1
5272	90	2013.05.02	8	2
5273	78	2013.05.03	22	1
5274	57	2013.05.03	12	1
5275	56	2013.05.03	27	1
5276	9	2013.05.04	26	1
5277	44	2013.05.04	26	1
5278	78	2013.05.05	21	1
5279	14	2013.05.05	30	1
5280	5	2013.05.05	19	2
5281	10	2013.05.05	14	1
5282	67	2013.05.05	13	2
5283	4	2013.05.05	20	1
5284	51	2013.05.05	21	1
5285	56	2013.05.05	26	1
5286	23	2013.05.05	12	1
5287	47	2013.05.05	1	1
5288	23	2013.05.06	5	2
5289	9	2013.05.06	2	1
5290	89	2013.05.07	29	2
5291	71	2013.05.07	26	2
5292	76	2013.05.07	27	2
5293	80	2013.05.07	12	1
5294	78	2013.05.07	2	2
5295	65	2013.05.08	27	2
5296	13	2013.05.08	18	2
5297	27	2013.05.08	17	1
5298	86	2013.05.08	9	1
5299	43	2013.05.08	21	1
5300	43	2013.05.08	23	1
